Time   ,AFR 1 ,AVCS In L ,AVCS In R ,Boost  ,Feed Knock ,Fuel Pump Duty ,Inj Duty Cycle ,Intake Temp ,Knock Sum ,MAF    ,MAF  ,MAP   ,OCV L ,OCV R ,RPM  ,Boost Error ,Throttle Pos ,Vehicle Speed ,Wastegate Duty ,
27.660 ,20.44 ,        0 ,        0 ,-10.72 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.25 ,1.90 , 3.42 ,  9.4 ,  9.4 ,2436 ,2.25        ,         5.1 ,           35 ,          0.00 ,0
27.752 ,20.44 ,        0 ,        0 ,-10.75 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.19 ,1.90 , 3.42 ,  9.4 ,  9.4 ,2429 ,2.37        ,         5.1 ,           35 ,          0.00 ,0
27.848 ,20.44 ,        0 ,        0 ,-10.73 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.25 ,1.90 , 3.40 ,  9.4 ,  9.4 ,2388 ,2.35        ,         5.1 ,           35 ,          0.00 ,0
27.931 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.19 ,1.90 , 3.42 ,  9.4 ,  9.4 ,2410 ,2.35        ,         5.1 ,           35 ,          0.00 ,0
28.020 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.06 ,1.90 , 3.42 ,  9.4 ,  9.4 ,2375 ,2.33        ,         5.1 ,           35 ,          0.00 ,0
28.119 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.12 ,1.90 , 3.42 ,  9.4 ,  9.4 ,2394 ,2.37        ,         5.1 ,           34 ,          0.00 ,0
28.208 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.19 ,1.90 , 3.42 ,  9.4 ,  9.4 ,2373 ,2.33        ,         5.1 ,           34 ,          0.00 ,0
28.296 ,20.44 ,        0 ,        0 ,-10.72 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.86 ,1.90 , 3.42 ,  9.4 ,  9.4 ,2338 ,2.27        ,         5.1 ,           34 ,          0.00 ,0
28.380 ,20.44 ,        0 ,        0 ,-10.72 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.86 ,1.88 , 3.42 ,  9.4 ,  9.4 ,2364 ,2.31        ,         5.1 ,           34 ,          0.00 ,0
28.478 ,20.44 ,        0 ,        0 ,-10.73 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.73 ,1.88 , 3.42 ,  9.4 ,  9.4 ,2323 ,2.29        ,         5.1 ,           34 ,          0.00 ,0
28.569 ,20.44 ,        0 ,        0 ,-10.73 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.99 ,1.90 , 3.40 ,  9.4 ,  9.4 ,2336 ,2.25        ,         5.1 ,           34 ,          0.00 ,0
28.650 ,20.44 ,        0 ,        0 ,-10.72 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.73 ,1.88 , 3.42 ,  9.4 ,  9.4 ,2306 ,2.20        ,         5.1 ,           34 ,          0.00 ,0
28.740 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.59 ,1.88 , 3.40 ,  9.4 ,  9.4 ,2322 ,2.25        ,         5.1 ,           34 ,          0.00 ,0
28.830 ,20.44 ,        0 ,        0 ,-10.72 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.66 ,1.88 , 3.42 ,  9.4 ,  9.4 ,2309 ,2.19        ,         5.1 ,           34 ,          0.00 ,0
28.924 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.46 ,1.88 , 3.42 ,  9.4 ,  9.4 ,2283 ,2.16        ,         5.1 ,           33 ,          0.00 ,0
29.013 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.34 ,1.88 , 3.42 ,  9.4 ,  9.4 ,2300 ,2.18        ,         5.1 ,           33 ,          0.00 ,0
29.107 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.34 ,1.88 , 3.42 ,  9.4 ,  9.4 ,2256 ,2.10        ,         5.1 ,           33 ,          0.00 ,0
29.190 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.34 ,1.88 , 3.42 ,  9.4 ,  9.4 ,2276 ,2.15        ,         5.1 ,           33 ,          0.00 ,0
29.280 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.04 ,1.86 , 3.42 ,  9.4 ,  9.4 ,2246 ,2.08        ,         4.7 ,           33 ,          0.00 ,0
29.379 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 14.04 ,1.86 , 3.42 ,  9.4 ,  9.4 ,2234 ,2.06        ,         4.7 ,           32 ,          0.00 ,0
29.468 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 13.92 ,1.84 , 3.42 ,  9.4 ,  9.4 ,2254 ,2.05        ,         4.7 ,           32 ,          0.00 ,0
29.556 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 13.74 ,1.86 , 3.42 ,  9.4 ,  9.4 ,2218 ,2.01        ,         4.7 ,           32 ,          0.00 ,0
29.643 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 13.74 ,1.84 , 3.42 ,  9.4 ,  9.4 ,2204 ,2.06        ,         4.7 ,           32 ,          0.00 ,0
29.732 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 13.86 ,1.84 , 3.42 ,  9.4 ,  9.4 ,2224 ,2.04        ,         4.7 ,           32 ,          0.00 ,0
29.820 ,20.44 ,        0 ,        0 ,-10.70 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 13.44 ,1.84 , 3.42 ,  9.4 ,  9.4 ,2190 ,2.01        ,         4.7 ,           32 ,          0.00 ,0
29.914 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 13.44 ,1.84 , 3.42 ,  9.4 ,  9.4 ,2179 ,1.97        ,         4.7 ,           32 ,          0.00 ,0
30.006 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 13.26 ,1.84 , 3.42 ,  9.4 ,  9.4 ,2198 ,2.00        ,         4.7 ,           32 ,          0.00 ,0
30.093 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 13.08 ,1.82 , 3.42 ,  9.4 ,  9.4 ,2185 ,1.91        ,         4.7 ,           32 ,          0.00 ,0
30.181 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 13.14 ,1.82 , 3.46 ,  9.4 ,  9.4 ,2149 ,1.92        ,         4.7 ,           31 ,          0.00 ,0
30.277 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 12.90 ,1.82 , 3.46 ,  9.4 ,  9.4 ,2149 ,1.90        ,         4.3 ,           31 ,          0.00 ,0
30.361 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 12.72 ,1.80 , 3.42 ,  9.4 ,  9.4 ,2156 ,1.87        ,         4.3 ,           31 ,          0.00 ,0
30.459 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 12.54 ,1.80 , 3.42 ,  9.4 ,  9.4 ,2149 ,1.91        ,         4.3 ,           31 ,          0.00 ,0
30.549 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 12.54 ,1.80 , 3.42 ,  9.4 ,  9.4 ,2125 ,1.83        ,         4.3 ,           30 ,          0.00 ,0
30.637 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 12.43 ,1.80 , 3.46 ,  9.4 ,  9.4 ,2100 ,1.84        ,         4.3 ,           30 ,          0.00 ,0
30.722 ,20.44 ,        0 ,        0 ,-10.67 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 12.26 ,1.80 , 3.46 ,  9.4 ,  9.4 ,2110 ,1.82        ,         4.3 ,           30 ,          0.00 ,0
30.811 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 12.32 ,1.78 , 3.48 ,  9.4 ,  9.4 ,2122 ,1.76        ,         4.3 ,           30 ,          0.00 ,0
30.902 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 12.21 ,1.78 , 3.48 ,  9.4 ,  9.4 ,2098 ,1.78        ,         4.3 ,           30 ,          0.00 ,0
30.997 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.83 ,1.76 , 3.48 ,  9.4 ,  9.4 ,2097 ,1.72        ,         4.3 ,           30 ,          0.00 ,0
31.087 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.78 ,1.76 , 3.48 ,  9.4 ,  9.4 ,2086 ,1.68        ,         4.3 ,           30 ,          0.00 ,0
31.170 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.78 ,1.76 , 3.48 ,  9.4 ,  9.4 ,2057 ,1.71        ,         4.3 ,           30 ,          0.00 ,0
31.267 ,20.44 ,        0 ,        0 ,-10.67 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.56 ,1.76 , 3.46 ,  9.4 ,  9.4 ,2053 ,1.71        ,         4.3 ,           30 ,          0.00 ,0
31.358 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.56 ,1.76 , 3.48 ,  9.4 ,  9.4 ,2041 ,1.63        ,         4.3 ,           30 ,          0.00 ,0
31.440 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.45 ,1.76 , 3.48 ,  9.4 ,  9.4 ,2032 ,1.64        ,         4.3 ,           29 ,          0.00 ,0
31.537 ,20.44 ,        0 ,        0 ,-10.65 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.35 ,1.74 , 3.48 ,  9.4 ,  9.4 ,2024 ,1.63        ,         4.3 ,           29 ,          0.00 ,0
31.622 ,20.44 ,        0 ,        0 ,-10.65 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.35 ,1.74 , 3.48 ,  9.4 ,  9.4 ,2007 ,1.65        ,         4.3 ,           29 ,          0.00 ,0
31.717 ,20.44 ,        0 ,        0 ,-10.64 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.29 ,1.74 , 3.50 ,  9.4 ,  9.4 ,2018 ,1.55        ,         4.3 ,           29 ,          0.00 ,0
31.802 ,20.44 ,        0 ,        0 ,-10.61 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.97 ,1.72 , 3.48 ,  9.4 ,  9.4 ,1992 ,1.52        ,         4.3 ,           29 ,          0.00 ,0
31.891 ,20.44 ,        0 ,        0 ,-10.61 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.91 ,1.72 , 3.52 ,  9.4 ,  9.4 ,1997 ,1.48        ,         4.3 ,           29 ,          0.00 ,0
31.980 ,20.44 ,        0 ,        0 ,-10.58 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.13 ,1.72 , 3.56 ,  9.4 ,  9.4 ,1980 ,1.46        ,         4.3 ,           29 ,          0.00 ,0
32.070 ,20.44 ,        0 ,        0 ,-10.59 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 11.02 ,1.74 , 3.56 ,  9.4 ,  9.4 ,1971 ,1.49        ,         4.3 ,           29 ,          0.00 ,0
32.163 ,20.44 ,        0 ,        0 ,-10.56 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.86 ,1.72 , 3.58 ,  9.4 ,  9.4 ,1973 ,1.41        ,         4.3 ,           29 ,          0.00 ,0
32.251 ,20.44 ,        0 ,        0 ,-10.55 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.81 ,1.72 , 3.58 ,  9.4 ,  9.4 ,1952 ,1.26        ,         4.3 ,           29 ,          0.00 ,0
32.346 ,20.44 ,        0 ,        0 ,-10.53 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.91 ,1.72 , 3.62 ,  9.4 ,  9.4 ,1960 ,1.22        ,         4.3 ,           29 ,          0.00 ,0
32.437 ,20.44 ,        0 ,        0 ,-10.52 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.91 ,1.72 , 3.62 ,  9.4 ,  9.4 ,1941 ,1.15        ,         4.3 ,           29 ,          0.00 ,0
32.525 ,20.44 ,        1 ,        0 ,-10.52 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.86 ,1.72 , 3.62 ,  9.4 ,  9.4 ,1932 ,1.25        ,         4.3 ,           28 ,          0.00 ,0
32.615 ,20.44 ,        0 ,        0 ,-10.52 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.70 ,1.72 , 3.62 ,  9.4 ,  9.4 ,1925 ,1.18        ,         4.3 ,           28 ,          0.00 ,0
32.703 ,20.44 ,        1 ,        0 ,-10.48 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.65 ,1.72 , 3.64 ,  9.4 ,  9.4 ,1890 ,1.05        ,         4.3 ,           28 ,          0.00 ,0
32.792 ,20.44 ,        1 ,        0 ,-10.44 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.70 ,1.70 , 3.71 ,  9.4 ,  9.4 ,1758 ,0.67        ,         4.3 ,           28 ,          0.00 ,0
32.881 ,20.44 ,        1 ,        0 ,-10.35 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.61 ,1.70 , 3.77 ,  9.4 ,  9.4 ,1610 ,-0.29       ,         3.9 ,           28 ,          0.00 ,0
32.971 ,20.44 ,        1 ,        0 ,-10.30 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.41 ,1.70 , 3.85 ,  9.4 ,  9.4 ,1500 ,-0.68       ,         3.5 ,           28 ,          0.00 ,0
33.063 ,20.44 ,        1 ,        0 ,-10.26 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 10.12 ,1.68 , 3.89 ,  9.4 ,  9.4 ,1366 ,-0.73       ,         3.1 ,           28 ,          0.00 ,0
33.154 ,20.44 ,        1 ,        0 ,-10.21 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 ,  9.68 ,1.66 , 3.91 ,  9.4 ,  9.4 ,1258 ,-0.93       ,         2.4 ,           27 ,          0.00 ,0
33.248 ,20.44 ,        1 ,        0 ,-10.16 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 ,  9.29 ,1.64 , 3.98 ,  9.4 ,  9.4 ,1122 ,-1.01       ,         2.4 ,           27 ,          0.00 ,0
33.338 ,20.44 ,        1 ,        1 ,-10.13 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 ,  9.25 ,1.62 , 4.00 ,  9.4 ,  9.4 ,1020 ,-0.99       ,         2.4 ,           27 ,          0.00 ,0
33.422 ,20.44 ,        1 ,        1 ,-10.01 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 ,  8.29 ,1.58 , 4.08 ,  9.4 ,  9.4 , 891 ,-1.01       ,         2.4 ,           27 ,          0.00 ,0
33.521 ,20.44 ,        1 ,        1 ,-9.76  ,      0.00 ,          33.3 ,          2.04 ,         72 ,       11 ,  8.11 ,1.56 , 4.37 ,  9.4 ,  9.4 , 798 ,-1.07       ,         2.4 ,           27 ,          0.00 ,0
33.611 ,20.44 ,        1 ,        1 ,-9.51  ,      0.00 ,          33.3 ,          1.93 ,         72 ,       11 ,  7.85 ,1.58 , 4.51 ,  9.4 ,  9.4 , 697 ,-1.32       ,         2.4 ,           27 ,          0.00 ,0
33.696 ,20.44 ,        2 ,        0 ,-9.19  ,      0.00 ,          33.3 ,          1.94 ,         72 ,       11 ,  8.03 ,1.58 , 4.95 ,  9.4 ,  9.4 , 649 ,-1.57       ,         2.4 ,           27 ,          0.00 ,0
33.797 ,20.44 ,        0 ,        0 ,-8.90  ,      0.00 ,          33.3 ,          2.43 ,         72 ,       11 ,  7.94 ,1.56 , 5.24 ,  9.4 ,  9.4 , 814 ,-2.05       ,         2.4 ,           27 ,          0.00 ,0
33.877 ,20.44 ,        0 ,        0 ,-8.89  ,      0.00 ,          33.3 ,          2.50 ,         72 ,       11 ,  7.69 ,1.54 , 5.28 ,  9.4 ,  9.4 , 836 ,-2.09       ,         2.0 ,           27 ,          0.00 ,0
33.961 ,20.44 ,        0 ,        0 ,-8.96  ,      0.00 ,          33.3 ,          2.41 ,         72 ,       11 ,  7.58 ,1.54 , 5.18 ,  9.4 ,  9.4 , 808 ,-1.99       ,         2.4 ,           27 ,          0.00 ,0
34.052 ,20.44 ,        1 ,        0 ,-8.97  ,      0.00 ,          33.3 ,          2.21 ,         72 ,       11 ,  7.58 ,1.54 , 5.16 ,  9.4 ,  9.4 , 739 ,-1.97       ,         2.4 ,           27 ,          0.00 ,0
34.139 ,20.44 ,        0 ,        0 ,-8.90  ,      0.00 ,          33.3 ,          2.19 ,         72 ,       11 ,  7.54 ,1.54 , 5.24 ,  9.4 ,  9.4 , 732 ,-1.96       ,         2.4 ,           27 ,          0.00 ,0
34.238 ,19.29 ,        1 ,        0 ,-8.82  ,      0.00 ,          33.3 ,          2.20 ,         72 ,       11 ,  7.50 ,1.54 , 5.30 ,  9.4 ,  9.4 , 687 ,-2.11       ,         2.4 ,           27 ,          0.00 ,0
34.324 ,16.77 ,        0 ,        0 ,-8.71  ,      0.00 ,          33.3 ,          2.22 ,         72 ,       11 ,  7.54 ,1.54 , 5.36 ,  9.4 ,  9.4 , 693 ,-2.17       ,         2.4 ,           27 ,          0.00 ,0
34.416 ,14.70 ,        1 ,        0 ,-8.60  ,      0.00 ,          33.3 ,          2.06 ,         72 ,       11 ,  7.46 ,1.54 , 5.53 ,  9.4 ,  9.4 , 642 ,-2.35       ,         2.4 ,           27 ,          0.00 ,0
34.506 ,13.55 ,        1 ,        0 ,-8.45  ,      0.00 ,          33.3 ,          2.01 ,         72 ,       11 ,  7.42 ,1.54 , 5.61 ,  9.4 ,  9.4 , 628 ,-2.41       ,         2.4 ,           27 ,          0.00 ,0
34.589 ,12.63 ,        2 ,        0 ,-8.37  ,      0.00 ,          33.3 ,          1.83 ,         72 ,       11 ,  7.38 ,1.54 , 5.76 ,  9.4 ,  9.4 , 572 ,-2.50       ,         2.4 ,           27 ,          0.00 ,0
34.696 ,11.83 ,        1 ,        0 ,-8.18  ,      0.00 ,          33.3 ,          1.79 ,         72 ,       11 ,  7.38 ,1.54 , 5.96 ,  9.4 ,  9.4 , 560 ,-2.76       ,         2.4 ,           27 ,          0.00 ,0
34.777 ,11.03 ,        1 ,        0 ,-7.92  ,      0.00 ,          33.3 ,          1.85 ,         72 ,       11 ,  7.46 ,1.54 , 6.09 ,  9.4 ,  9.4 , 579 ,-2.91       ,         2.7 ,           27 ,          0.00 ,0
34.863 ,11.03 ,        1 ,        0 ,-7.77  ,      0.00 ,          33.3 ,          1.77 ,         72 ,       11 ,  7.46 ,1.54 , 6.28 ,  9.4 ,  9.4 , 592 ,-3.10       ,         2.7 ,           27 ,          0.00 ,0
34.957 ,11.03 ,        1 ,        0 ,-7.66  ,      0.00 ,          33.3 ,          1.91 ,         72 ,       11 ,  7.42 ,1.54 , 6.44 ,  9.4 ,  9.4 , 641 ,-3.25       ,         2.7 ,           27 ,          0.00 ,0
35.039 ,11.03 ,        0 ,        0 ,-7.63  ,      0.00 ,          33.3 ,          1.99 ,         72 ,       11 ,  7.35 ,1.54 , 6.50 ,  9.4 ,  9.4 , 668 ,-3.28       ,         2.7 ,           27 ,          0.00 ,0
35.138 ,11.03 ,        1 ,        0 ,-7.70  ,      0.00 ,          33.3 ,          1.99 ,         72 ,       11 ,  7.38 ,1.54 , 6.48 ,  9.4 ,  9.4 , 719 ,-3.30       ,         2.7 ,           27 ,          0.00 ,0
35.222 ,11.03 ,        0 ,        0 ,-7.78  ,      0.00 ,          33.3 ,          2.07 ,         72 ,       11 ,  7.42 ,1.54 , 6.44 ,  9.4 ,  9.4 , 747 ,-3.20       ,         2.7 ,           26 ,          0.00 ,0
35.316 ,11.03 ,        0 ,        0 ,-7.87  ,      0.00 ,          33.3 ,          2.07 ,         72 ,       11 ,  7.46 ,1.54 , 6.27 ,  9.4 ,  9.4 , 810 ,-3.08       ,         2.7 ,           27 ,          0.00 ,0
35.404 ,11.03 ,        0 ,        0 ,-8.10  ,      0.00 ,          33.3 ,          2.07 ,         72 ,       11 ,  7.50 ,1.54 , 6.09 ,  9.4 ,  9.4 , 884 ,-2.94       ,         2.7 ,           26 ,          0.00 ,0
35.493 ,11.03 ,        0 ,        0 ,-8.39  ,      0.00 ,          33.3 ,          2.24 ,         72 ,       11 ,  7.46 ,1.54 , 5.74 ,  9.4 ,  9.4 , 956 ,-2.85       ,         2.7 ,           26 ,          0.00 ,0
35.581 ,11.03 ,        0 ,        0 ,-8.68  ,      0.00 ,          33.3 ,          2.15 ,         72 ,       11 ,  7.38 ,1.54 , 5.57 ,  9.4 ,  9.4 ,1006 ,-2.52       ,         2.7 ,           26 ,          0.00 ,0
35.676 ,11.03 ,        0 ,        0 ,-8.94  ,      0.00 ,          33.3 ,          2.07 ,         72 ,       11 ,  7.35 ,1.52 , 5.20 ,  9.4 ,  9.4 ,1076 ,-2.34       ,         2.4 ,           26 ,          0.00 ,0
35.766 ,11.03 ,        0 ,        0 ,-9.22  ,      0.00 ,          33.3 ,          2.18 ,         72 ,       11 ,  7.23 ,1.52 , 4.99 ,  9.4 ,  9.4 ,1137 ,-2.02       ,         2.4 ,           26 ,          0.00 ,0
35.849 ,11.03 ,        0 ,        0 ,-9.53  ,      0.00 ,          33.3 ,          2.21 ,         72 ,       11 ,  7.04 ,1.50 , 4.76 ,  9.4 ,  9.4 ,1154 ,-1.80       ,         2.4 ,           26 ,          0.00 ,0
35.946 ,11.03 ,        0 ,        0 ,-9.76  ,      0.00 ,          33.3 ,          2.26 ,         72 ,       11 ,  7.00 ,1.50 , 4.37 ,  9.4 ,  9.4 ,1175 ,-1.67       ,         2.4 ,           26 ,          0.00 ,0
36.031 ,11.48 ,        0 ,        0 ,-9.96  ,      0.00 ,          33.3 ,          2.02 ,         72 ,       11 ,  6.92 ,1.52 , 4.27 ,  9.4 ,  9.4 ,1186 ,-1.37       ,         2.4 ,           26 ,          0.00 ,0
36.132 ,11.60 ,        0 ,        0 ,-10.08 ,      0.00 ,          33.3 ,          2.00 ,         72 ,       11 ,  7.00 ,1.52 , 4.06 ,  9.4 ,  9.4 ,1173 ,-1.22       ,         2.4 ,           26 ,          0.00 ,0
36.209 ,11.83 ,        0 ,        0 ,-10.18 ,      0.00 ,          33.3 ,          1.96 ,         72 ,       11 ,  7.00 ,1.52 , 4.00 ,  9.4 ,  9.4 ,1147 ,-1.08       ,         2.4 ,           26 ,          0.00 ,0
36.304 ,11.83 ,        0 ,        0 ,-10.20 ,      0.00 ,          33.3 ,          1.96 ,         72 ,       11 ,  7.04 ,1.52 , 3.94 ,  9.4 ,  9.4 ,1148 ,-1.02       ,         2.4 ,           26 ,          0.00 ,0
36.394 ,11.83 ,        0 ,        0 ,-10.20 ,      0.00 ,          33.3 ,          1.89 ,         72 ,       11 ,  6.96 ,1.52 , 3.94 ,  9.4 ,  9.4 ,1107 ,-0.98       ,         2.4 ,           26 ,          0.00 ,0
36.481 ,11.83 ,        0 ,        0 ,-10.20 ,      0.00 ,          33.3 ,          1.83 ,         72 ,       11 ,  7.00 ,1.52 , 3.94 ,  9.4 ,  9.4 ,1073 ,-0.95       ,         2.4 ,           26 ,          0.00 ,0
36.576 ,11.83 ,        0 ,        0 ,-10.18 ,      0.00 ,          33.3 ,          1.82 ,         72 ,       11 ,  7.04 ,1.50 , 3.96 ,  9.4 ,  9.4 ,1064 ,-0.97       ,         2.4 ,           25 ,          0.00 ,0
36.667 ,11.94 ,        0 ,        0 ,-10.10 ,      0.00 ,          33.3 ,          1.78 ,         72 ,       11 ,  6.92 ,1.50 , 4.02 ,  9.4 ,  9.4 ,1040 ,-1.02       ,         2.4 ,           25 ,          0.00 ,0
36.756 ,11.94 ,        0 ,        0 ,-10.04 ,      0.00 ,          33.3 ,          1.76 ,         72 ,       11 ,  6.96 ,1.50 , 4.04 ,  9.4 ,  9.4 ,1030 ,-1.03       ,         2.4 ,           25 ,          0.00 ,0
36.846 ,11.94 ,        0 ,        0 ,-9.98  ,      0.00 ,          33.3 ,          1.71 ,         72 ,       11 ,  6.96 ,1.50 , 4.16 ,  9.4 ,  9.4 ,1001 ,-1.11       ,         2.4 ,           25 ,          0.00 ,0
36.934 ,12.06 ,        0 ,        0 ,-9.94  ,      0.00 ,          33.3 ,          1.91 ,         72 ,       11 ,  6.84 ,1.50 , 4.18 ,  9.4 ,  9.4 , 996 ,-1.13       ,         2.4 ,           25 ,          0.00 ,0
37.030 ,12.17 ,        0 ,        0 ,-9.88  ,      0.00 ,          33.3 ,          1.88 ,         72 ,       11 ,  6.77 ,1.50 , 4.25 ,  9.4 ,  9.4 , 977 ,-1.18       ,         2.4 ,           25 ,          0.00 ,0
37.124 ,12.29 ,        0 ,        0 ,-9.84  ,      0.00 ,          33.3 ,          1.88 ,         72 ,       11 ,  6.77 ,1.50 , 4.29 ,  9.4 ,  9.4 , 981 ,-1.24       ,         2.4 ,           25 ,          0.00 ,0
37.200 ,12.17 ,        0 ,        0 ,-9.82  ,      0.00 ,          33.3 ,          1.86 ,         72 ,       11 ,  6.73 ,1.48 , 4.29 ,  9.4 ,  9.4 , 969 ,-1.23       ,         2.4 ,           25 ,          0.00 ,0
37.298 ,12.29 ,        0 ,        0 ,-9.80  ,      0.00 ,          33.3 ,          1.85 ,         72 ,       11 ,  6.65 ,1.48 , 4.33 ,  9.4 ,  9.4 , 962 ,-1.25       ,         2.0 ,           25 ,          0.00 ,0
37.383 ,12.52 ,        0 ,        0 ,-9.80  ,      0.00 ,          33.3 ,          1.83 ,         72 ,       11 ,  6.51 ,1.48 , 4.37 ,  9.4 ,  9.4 , 952 ,-1.28       ,         2.4 ,           25 ,          0.00 ,0
37.468 ,12.40 ,        0 ,        0 ,-9.79  ,      0.00 ,          33.3 ,          1.85 ,         72 ,       11 ,  6.51 ,1.48 , 4.35 ,  9.4 ,  9.4 , 962 ,-1.26       ,         2.4 ,           25 ,          0.00 ,0
37.563 ,12.29 ,        0 ,        0 ,-9.77  ,      0.00 ,          33.3 ,          1.83 ,         72 ,       11 ,  6.51 ,1.48 , 4.37 ,  9.4 ,  9.4 , 953 ,-1.29       ,         2.4 ,           25 ,          0.00 ,0
