Time   ,AFR 1 ,AVCS In L ,AVCS In R ,Boost  ,Feed Knock ,Fuel Pump Duty ,Inj Duty Cycle ,Intake Temp ,Knock Sum ,MAF    ,MAF  ,MAP   ,OCV L ,OCV R ,RPM  ,Boost Error ,Throttle Pos ,Vehicle Speed ,Wastegate Duty ,
17.589 ,15.04 ,       15 ,       12 ,-9.81  ,      0.00 ,          33.3 ,          3.72 ,         72 ,       11 , 13.50 ,1.84 , 4.33 , 51.0 , 56.5 ,2178 ,2.12        ,         7.1 ,           31 ,          0.00 ,0
17.672 ,15.04 ,       15 ,       11 ,-9.81  ,      0.00 ,          33.3 ,          3.71 ,         72 ,       11 , 13.62 ,1.84 , 4.33 , 51.8 , 56.1 ,2176 ,2.08        ,         7.1 ,           31 ,          0.00 ,0
17.762 ,14.81 ,       15 ,       12 ,-9.81  ,      0.00 ,          33.3 ,          3.67 ,         72 ,       11 , 13.50 ,1.84 , 4.33 , 52.5 , 56.1 ,2148 ,2.08        ,         7.1 ,           31 ,          0.00 ,0
17.859 ,14.70 ,       14 ,       11 ,-9.81  ,      0.00 ,          33.3 ,          3.68 ,         72 ,       11 , 13.62 ,1.84 , 4.29 , 52.5 , 56.5 ,2154 ,2.09        ,         7.1 ,           31 ,          0.00 ,0
17.943 ,14.59 ,       14 ,       11 ,-9.81  ,      0.00 ,          33.3 ,          4.17 ,         72 ,       11 , 13.56 ,1.84 , 4.33 , 52.9 , 56.5 ,2172 ,2.18        ,         7.1 ,           31 ,          0.00 ,0
18.033 ,14.59 ,       15 ,       11 ,-9.79  ,      0.00 ,          33.3 ,          4.18 ,         72 ,       11 , 13.86 ,1.86 , 4.33 , 52.2 , 56.9 ,2177 ,2.22        ,         7.5 ,           31 ,          0.00 ,0
18.122 ,14.59 ,       14 ,       11 ,-9.76  ,      0.00 ,          33.3 ,          4.12 ,         72 ,       11 , 13.74 ,1.84 , 4.37 , 53.3 , 56.9 ,2144 ,2.02        ,         7.5 ,           31 ,          0.00 ,0
18.212 ,14.47 ,       14 ,       12 ,-9.73  ,      0.00 ,          33.3 ,          4.13 ,         72 ,       11 , 13.68 ,1.86 , 4.43 , 53.3 , 56.9 ,2150 ,2.12        ,         7.5 ,           31 ,          0.00 ,0
18.306 ,14.59 ,       15 ,       11 ,-9.71  ,      0.00 ,          33.3 ,          4.17 ,         72 ,       11 , 13.86 ,1.86 , 4.43 , 52.5 , 57.3 ,2173 ,2.07        ,         7.5 ,           31 ,          0.00 ,0
18.393 ,14.47 ,       15 ,       12 ,-9.70  ,      0.00 ,          33.3 ,          4.17 ,         72 ,       11 , 13.68 ,1.86 , 4.43 , 53.3 , 56.5 ,2170 ,2.06        ,         7.5 ,           31 ,          0.00 ,0
18.493 ,14.47 ,       16 ,       12 ,-9.69  ,      0.00 ,          33.3 ,          4.13 ,         72 ,       11 , 13.86 ,1.86 , 4.43 , 52.9 , 56.9 ,2150 ,2.06        ,         7.5 ,           31 ,          0.00 ,0
18.582 ,14.47 ,       16 ,       12 ,-9.71  ,      0.00 ,          33.3 ,          4.12 ,         72 ,       11 , 13.86 ,1.86 , 4.43 , 53.3 , 56.5 ,2146 ,2.06        ,         7.5 ,           31 ,          0.00 ,0
18.675 ,14.59 ,       16 ,       13 ,-9.68  ,      0.00 ,          33.3 ,          4.16 ,         72 ,       11 , 13.98 ,1.86 , 4.45 , 53.3 , 56.9 ,2168 ,2.07        ,         7.5 ,           31 ,          0.00 ,0
18.752 ,14.70 ,       16 ,       12 ,-9.68  ,      0.00 ,          33.3 ,          3.70 ,         72 ,       11 , 13.86 ,1.86 , 4.43 , 52.5 , 56.9 ,2166 ,2.07        ,         7.5 ,           31 ,          0.00 ,0
18.844 ,14.70 ,       16 ,       12 ,-9.69  ,      0.00 ,          33.3 ,          4.17 ,         72 ,       11 , 13.86 ,1.86 , 4.45 , 52.9 , 56.5 ,2174 ,2.08        ,         7.5 ,           31 ,          0.00 ,0
18.936 ,14.81 ,       17 ,       13 ,-9.67  ,      0.00 ,          33.3 ,          4.11 ,         72 ,       11 , 13.86 ,1.86 , 4.47 , 52.9 , 56.9 ,2139 ,2.02        ,         7.5 ,           31 ,          0.00 ,0
19.025 ,14.81 ,       17 ,       13 ,-9.67  ,      0.00 ,          33.3 ,          4.12 ,         72 ,       11 , 13.98 ,1.86 , 4.47 , 52.9 , 56.9 ,2146 ,2.02        ,         7.5 ,           31 ,          0.00 ,0
19.113 ,14.81 ,       17 ,       13 ,-9.67  ,      0.00 ,          33.3 ,          4.15 ,         72 ,       11 , 14.22 ,1.92 , 4.47 , 52.9 , 56.5 ,2160 ,2.26        ,         9.4 ,           31 ,          0.00 ,0
19.203 ,14.59 ,       17 ,       14 ,-9.27  ,      0.00 ,          33.3 ,          4.17 ,         72 ,       11 , 17.38 ,2.04 , 4.62 , 55.7 , 57.6 ,2174 ,4.44        ,        11.0 ,           31 ,          0.00 ,0
19.299 ,13.67 ,       18 ,       13 ,-8.49  ,      0.00 ,          33.3 ,          5.48 ,         72 ,       11 , 21.72 ,2.16 , 5.65 , 56.9 , 57.6 ,2141 ,5.56        ,        13.3 ,           31 ,          0.00 ,0
19.382 ,14.13 ,       21 ,       14 ,-7.29  ,      0.00 ,          66.7 ,          5.99 ,         72 ,       11 , 24.88 ,2.24 , 6.52 , 56.9 , 57.6 ,2160 ,7.05        ,        15.3 ,           31 ,          0.00 ,0
19.483 ,15.62 ,       25 ,       14 ,-6.24  ,      0.00 ,          66.7 ,          7.44 ,         72 ,       11 , 27.83 ,2.32 , 7.37 , 56.9 , 57.6 ,2178 ,7.07        ,        17.6 ,           31 ,          0.00 ,0
19.576 ,16.31 ,       27 ,       14 ,-4.91  ,      0.00 ,          66.7 ,          8.90 ,         72 ,       11 , 32.53 ,2.42 , 9.03 , 56.9 , 57.6 ,2196 ,7.30        ,        20.4 ,           31 ,          0.00 ,0
19.652 ,16.08 ,       31 ,       15 ,-3.59  ,      0.00 ,          66.7 ,         10.65 ,         72 ,       11 , 36.89 ,2.52 ,10.07 , 56.9 , 57.6 ,2172 ,6.68        ,        23.9 ,           32 ,         21.57 ,0
19.744 ,15.62 ,       34 ,       14 ,-2.10  ,      0.00 ,          66.7 ,         11.25 ,         72 ,       11 , 41.32 ,2.60 ,12.03 , 56.9 , 57.6 ,2197 ,6.26        ,        28.2 ,           32 ,         39.61 ,0
19.842 ,15.16 ,       36 ,       14 ,-1.15  ,      0.00 ,          66.7 ,         12.31 ,         72 ,       11 , 45.23 ,2.70 ,12.88 , 49.4 , 57.6 ,2220 ,8.42        ,        35.3 ,           32 ,         49.41 ,0
19.933 ,14.47 ,       37 ,       14 ,-0.32  ,      0.00 ,         100.0 ,         13.31 ,         72 ,       11 , 49.32 ,2.72 ,13.42 , 45.5 , 57.6 ,2229 ,10.08       ,        38.0 ,           32 ,         49.80 ,0
20.014 ,13.90 ,       35 ,       14 ,-0.07  ,      0.00 ,         100.0 ,         13.98 ,         72 ,       11 , 50.14 ,2.76 ,14.02 , 45.9 , 57.6 ,2260 ,9.39        ,        37.6 ,           32 ,         49.80 ,0
20.109 ,13.67 ,       33 ,       13 ,0.02   ,      0.00 ,         100.0 ,         14.09 ,         72 ,       11 , 53.09 ,2.80 ,14.15 , 47.5 , 57.6 ,2277 ,9.32        ,        36.9 ,           33 ,         49.02 ,0
20.203 ,13.21 ,       31 ,       14 ,0.16   ,      0.00 ,         100.0 ,         14.19 ,         72 ,       11 , 55.50 ,2.82 ,14.35 , 50.6 , 57.6 ,2294 ,9.31        ,        36.1 ,           33 ,         49.02 ,0
20.296 ,13.21 ,       31 ,       13 ,0.38   ,      0.00 ,         100.0 ,         13.85 ,         72 ,       11 , 57.31 ,2.86 ,14.41 , 51.4 , 57.6 ,2318 ,9.29        ,        35.7 ,           34 ,         48.24 ,0
20.373 ,13.44 ,       29 ,       13 ,0.52   ,      0.00 ,         100.0 ,         14.33 ,         72 ,       11 , 59.59 ,2.90 ,14.54 , 53.3 , 57.6 ,2317 ,9.19        ,        35.3 ,           34 ,         47.84 ,0
20.467 ,13.67 ,       28 ,       12 ,0.67   ,      0.00 ,         100.0 ,         15.14 ,         72 ,       11 , 61.49 ,2.92 ,14.81 , 53.7 , 57.6 ,2365 ,9.04        ,        34.9 ,           34 ,         47.45 ,0
20.555 ,13.55 ,       30 ,       13 ,0.84   ,      0.00 ,         100.0 ,         15.58 ,         72 ,       11 , 64.33 ,2.96 ,14.89 , 52.2 , 57.6 ,2356 ,9.03        ,        34.9 ,           34 ,         47.06 ,0
20.647 ,13.32 ,       30 ,       12 ,1.09   ,      0.00 ,         100.0 ,         16.80 ,         72 ,       11 , 66.45 ,3.00 ,15.22 , 52.2 , 57.6 ,2386 ,8.90        ,        35.3 ,           35 ,         46.67 ,0
20.737 ,12.98 ,       30 ,       11 ,1.27   ,      0.00 ,         100.0 ,         18.08 ,         72 ,       11 , 68.81 ,3.04 ,15.31 , 51.0 , 57.6 ,2421 ,8.69        ,        35.3 ,           35 ,         45.88 ,0
20.833 ,12.63 ,       29 ,       11 ,1.46   ,      0.00 ,         100.0 ,         18.65 ,         72 ,       11 , 70.56 ,3.06 ,15.49 , 52.2 , 57.6 ,2428 ,8.60        ,        35.3 ,           35 ,         45.88 ,0
20.924 ,12.06 ,       29 ,       11 ,1.57   ,      0.00 ,         100.0 ,         19.34 ,         72 ,       11 , 74.26 ,3.10 ,15.70 , 52.9 , 57.6 ,2450 ,8.47        ,        35.7 ,           35 ,         45.10 ,0
21.003 ,11.60 ,       29 ,       11 ,1.75   ,      0.00 ,         100.0 ,         20.44 ,         72 ,       11 , 76.98 ,3.12 ,15.82 , 52.2 , 57.6 ,2456 ,8.39        ,        36.1 ,           35 ,         44.71 ,0
21.099 ,11.25 ,       29 ,       11 ,1.99   ,      0.00 ,         100.0 ,         21.18 ,         72 ,       11 , 79.90 ,3.16 ,16.13 , 52.2 , 57.6 ,2482 ,8.29        ,        37.6 ,           36 ,         43.92 ,0
21.185 ,11.03 ,       29 ,       10 ,2.30   ,      0.00 ,         100.0 ,         22.60 ,         72 ,       11 , 83.09 ,3.22 ,16.26 , 52.2 , 57.6 ,2523 ,12.52       ,        45.1 ,           36 ,         43.92 ,0
21.279 ,11.03 ,       29 ,       10 ,3.08   ,      0.00 ,         100.0 ,         23.80 ,         72 ,       11 , 90.17 ,3.28 ,17.31 , 52.2 , 57.6 ,2536 ,13.12       ,        99.2 ,           37 ,         43.92 ,0
21.363 ,11.03 ,       29 ,       10 ,3.47   ,      0.00 ,         100.0 ,         25.10 ,         72 ,       11 , 92.63 ,3.30 ,17.52 , 51.0 , 57.6 ,2558 ,12.36       ,       100.0 ,           37 ,         43.92 ,0
21.456 ,11.03 ,       28 ,        9 ,3.73   ,      0.00 ,         100.0 ,         26.36 ,         72 ,       11 , 97.38 ,3.40 ,17.75 , 50.6 , 57.6 ,2574 ,12.13       ,       100.0 ,           37 ,         43.92 ,0
21.546 ,11.03 ,       27 ,        9 ,3.94   ,      0.00 ,         100.0 ,         26.88 ,         72 ,       11 ,102.43 ,3.42 ,18.08 , 52.2 , 57.6 ,2572 ,11.99       ,       100.0 ,           38 ,         43.92 ,0
21.638 ,11.03 ,       27 ,        9 ,4.16   ,      0.00 ,         100.0 ,         28.39 ,         70 ,       11 ,107.96 ,3.46 ,18.22 , 52.2 , 57.6 ,2610 ,11.63       ,       100.0 ,           38 ,         43.92 ,0
21.723 ,11.03 ,       27 ,       10 ,4.38   ,      0.00 ,         100.0 ,         30.10 ,         70 ,       11 ,111.35 ,3.50 ,18.51 , 52.2 , 57.6 ,2662 ,11.51       ,       100.0 ,           39 ,         43.92 ,0
21.813 ,11.03 ,       26 ,       10 ,4.53   ,      0.00 ,         100.0 ,         30.65 ,         70 ,       11 ,116.35 ,3.52 ,18.58 , 51.0 , 57.6 ,2660 ,11.30       ,       100.0 ,           39 ,         43.92 ,0
21.909 ,11.03 ,       26 ,       10 ,4.66   ,      0.00 ,         100.0 ,         32.14 ,         70 ,       11 ,121.01 ,3.56 ,18.74 , 52.2 , 57.6 ,2690 ,11.14       ,       100.0 ,           39 ,         43.92 ,0
21.999 ,11.03 ,       25 ,       11 ,4.81   ,      0.00 ,         100.0 ,         33.56 ,         70 ,       11 ,126.10 ,3.64 ,18.93 , 51.0 , 57.6 ,2712 ,11.02       ,       100.0 ,           39 ,         43.92 ,0
22.083 ,11.03 ,       25 ,       11 ,4.96   ,      0.00 ,         100.0 ,         34.36 ,         70 ,       11 ,129.83 ,3.70 ,19.10 , 51.4 , 57.6 ,2730 ,10.78       ,       100.0 ,           40 ,         43.92 ,0
22.177 ,11.03 ,       25 ,       12 ,5.10   ,      0.00 ,         100.0 ,         35.76 ,         70 ,       11 ,134.23 ,3.70 ,19.24 , 50.6 , 57.6 ,2748 ,10.69       ,       100.0 ,           40 ,         43.92 ,0
22.268 ,11.03 ,       25 ,       13 ,5.21   ,      0.00 ,         100.0 ,         36.10 ,         70 ,       11 ,137.94 ,3.70 ,19.34 , 51.4 , 57.6 ,2774 ,10.54       ,       100.0 ,           40 ,         43.92 ,0
22.368 ,11.03 ,       24 ,       14 ,5.31   ,      0.00 ,         100.0 ,         37.90 ,         70 ,       11 ,140.92 ,3.76 ,19.39 , 51.0 , 57.6 ,2820 ,10.49       ,       100.0 ,           40 ,         43.92 ,0
22.448 ,11.03 ,       24 ,       14 ,5.42   ,      0.00 ,         100.0 ,         38.08 ,         70 ,       11 ,144.06 ,3.76 ,19.53 , 50.2 , 57.6 ,2789 ,10.35       ,       100.0 ,           41 ,         43.92 ,0
22.533 ,11.03 ,       23 ,       15 ,5.52   ,      0.00 ,         100.0 ,         39.10 ,         70 ,       11 ,148.17 ,3.82 ,19.63 , 52.2 , 57.6 ,2820 ,10.26       ,       100.0 ,           41 ,         44.31 ,0
22.622 ,11.03 ,       22 ,       16 ,5.57   ,      0.00 ,         100.0 ,         40.48 ,         70 ,       11 ,151.72 ,3.78 ,19.70 , 52.5 , 57.6 ,2875 ,10.18       ,       100.0 ,           41 ,         44.71 ,0
22.716 ,11.03 ,       22 ,       17 ,5.58   ,      0.00 ,         100.0 ,         41.65 ,         70 ,       11 ,153.68 ,3.86 ,19.74 , 52.9 , 57.6 ,2871 ,10.13       ,       100.0 ,           42 ,         44.71 ,0
22.810 ,11.03 ,       22 ,       17 ,5.71   ,      0.00 ,         100.0 ,         41.65 ,         70 ,       11 ,157.30 ,3.86 ,19.86 , 50.2 , 56.9 ,2871 ,10.01       ,       100.0 ,           42 ,         45.10 ,0
22.905 ,11.03 ,       22 ,       18 ,5.77   ,      0.00 ,         100.0 ,         43.06 ,         70 ,       11 ,160.36 ,3.88 ,19.92 , 51.0 , 56.5 ,2884 ,9.96        ,       100.0 ,           42 ,         45.10 ,0
22.989 ,11.03 ,       23 ,       18 ,5.88   ,      0.00 ,         100.0 ,         43.16 ,         70 ,       11 ,163.42 ,3.90 ,19.99 , 51.0 , 56.5 ,2890 ,9.88        ,        69.0 ,           42 ,          0.00 ,0
23.078 ,11.03 ,       21 ,       14 ,2.08   ,      0.00 ,         100.0 ,         31.77 ,         70 ,       11 ,143.11 ,3.62 ,16.22 ,  9.4 ,  9.4 ,2864 ,-12.03      ,        12.2 ,           42 ,          0.00 ,0
23.164 ,11.03 ,        7 ,        1 ,-3.50  ,      0.00 ,         100.0 ,         23.23 ,         70 ,       11 ,101.87 ,3.30 ,11.66 ,  9.4 ,  9.4 ,2792 ,-4.46       ,         9.0 ,           42 ,          0.00 ,0
23.254 ,11.37 ,        0 ,        0 ,-5.93  ,      0.00 ,          66.7 ,          0.00 ,         70 ,       11 , 69.20 ,3.02 , 9.13 ,  9.4 ,  9.4 ,2942 ,-2.38       ,         8.6 ,           42 ,          0.00 ,0
23.346 ,12.17 ,        0 ,        0 ,-7.40  ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 55.05 ,2.74 , 6.98 ,  9.4 ,  9.4 ,2818 ,-0.92       ,         8.6 ,           42 ,          0.00 ,0
23.440 ,12.17 ,        0 ,        0 ,-8.33  ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 42.96 ,2.56 , 6.30 ,  9.4 ,  9.4 ,2914 ,-0.57       ,         7.5 ,           42 ,          0.00 ,0
23.529 ,11.37 ,        0 ,        0 ,-9.10  ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 35.92 ,2.44 , 5.05 ,  9.4 ,  9.4 ,2838 ,-0.25       ,         6.3 ,           42 ,          0.00 ,0
23.623 ,11.25 ,        0 ,        0 ,-9.73  ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 32.76 ,2.36 , 4.62 ,  9.4 ,  9.4 ,2904 ,0.11        ,         5.9 ,           42 ,          0.00 ,0
23.708 ,11.60 ,        0 ,        0 ,-10.13 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 30.99 ,2.32 , 4.25 ,  9.4 ,  9.4 ,2820 ,0.33        ,         5.9 ,           41 ,          0.00 ,0
23.791 ,12.06 ,        0 ,        0 ,-10.26 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 28.23 ,2.26 , 3.89 ,  9.4 ,  9.4 ,2797 ,0.92        ,         5.9 ,           41 ,          0.00 ,0
23.886 ,12.52 ,        0 ,        0 ,-10.37 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 26.52 ,2.26 , 3.81 ,  9.4 ,  9.4 ,2846 ,0.85        ,         5.9 ,           41 ,          0.00 ,0
23.977 ,12.86 ,        0 ,        0 ,-10.41 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 24.98 ,2.20 , 3.75 ,  9.4 ,  9.4 ,2847 ,0.97        ,         5.9 ,           41 ,          0.00 ,0
24.072 ,12.98 ,        0 ,        0 ,-10.44 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 23.54 ,2.16 , 3.69 ,  9.4 ,  9.4 ,2781 ,1.02        ,         5.9 ,           41 ,          0.00 ,0
24.160 ,12.86 ,        0 ,        0 ,-10.48 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 22.58 ,2.14 , 3.65 ,  9.4 ,  9.4 ,2810 ,1.13        ,         5.9 ,           40 ,          0.00 ,0
24.247 ,12.98 ,        0 ,        0 ,-10.52 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 22.15 ,2.12 , 3.60 ,  9.4 ,  9.4 ,2786 ,1.19        ,         5.9 ,           40 ,          0.00 ,0
24.336 ,13.90 ,        0 ,        0 ,-10.53 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 20.97 ,2.08 , 3.60 ,  9.4 ,  9.4 ,2816 ,1.30        ,         5.9 ,           40 ,          0.00 ,0
24.429 ,15.27 ,        0 ,        0 ,-10.52 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 20.58 ,2.08 , 3.62 ,  9.4 ,  9.4 ,2774 ,1.15        ,         5.9 ,           40 ,          0.00 ,0
24.514 ,17.57 ,        0 ,        0 ,-10.54 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 19.78 ,2.06 , 3.62 ,  9.4 ,  9.4 ,2760 ,1.27        ,         5.9 ,           40 ,          0.00 ,0
24.609 ,20.44 ,        0 ,        0 ,-10.54 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 19.23 ,2.04 , 3.60 ,  9.4 ,  9.4 ,2721 ,1.24        ,         5.9 ,           40 ,          0.00 ,0
24.693 ,20.44 ,        0 ,        0 ,-10.57 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 18.99 ,2.04 , 3.60 ,  9.4 ,  9.4 ,2738 ,1.31        ,         5.9 ,           40 ,          0.00 ,0
24.784 ,20.44 ,        0 ,        0 ,-10.58 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 18.39 ,2.02 , 3.56 ,  9.4 ,  9.4 ,2708 ,1.29        ,         5.9 ,           40 ,          0.00 ,0
24.879 ,20.44 ,        0 ,        0 ,-10.59 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 18.03 ,2.00 , 3.56 ,  9.4 ,  9.4 ,2738 ,1.33        ,         5.9 ,           40 ,          0.00 ,0
24.969 ,20.44 ,        0 ,        0 ,-10.59 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 17.89 ,2.00 , 3.56 ,  9.4 ,  9.4 ,2728 ,1.39        ,         5.9 ,           39 ,          0.00 ,0
25.056 ,20.44 ,        0 ,        0 ,-10.60 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 17.60 ,1.98 , 3.54 ,  9.4 ,  9.4 ,2716 ,1.41        ,         5.9 ,           39 ,          0.00 ,0
25.143 ,20.44 ,        0 ,        0 ,-10.63 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 17.52 ,1.98 , 3.52 ,  9.4 ,  9.4 ,2713 ,1.55        ,         5.5 ,           39 ,          0.00 ,0
25.237 ,20.44 ,        0 ,        0 ,-10.64 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 17.31 ,1.96 , 3.50 ,  9.4 ,  9.4 ,2697 ,1.57        ,         5.5 ,           39 ,          0.00 ,0
25.324 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 17.02 ,1.96 , 3.46 ,  9.4 ,  9.4 ,2686 ,1.58        ,         5.5 ,           39 ,          0.00 ,0
25.416 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 17.09 ,1.96 , 3.46 ,  9.4 ,  9.4 ,2673 ,1.60        ,         5.5 ,           39 ,          0.00 ,0
25.506 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 16.44 ,1.96 , 3.46 ,  9.4 ,  9.4 ,2669 ,1.63        ,         5.5 ,           39 ,          0.00 ,0
25.593 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 16.73 ,1.96 , 3.42 ,  9.4 ,  9.4 ,2658 ,1.78        ,         5.5 ,           39 ,          0.00 ,0
25.688 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 16.38 ,1.94 , 3.46 ,  9.4 ,  9.4 ,2649 ,1.76        ,         5.5 ,           38 ,          0.00 ,0
25.776 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 16.31 ,1.94 , 3.46 ,  9.4 ,  9.4 ,2640 ,1.70        ,         5.5 ,           38 ,          0.00 ,0
25.861 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 16.31 ,1.94 , 3.48 ,  9.4 ,  9.4 ,2624 ,1.78        ,         5.5 ,           38 ,          0.00 ,0
25.957 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 16.05 ,1.94 , 3.46 ,  9.4 ,  9.4 ,2586 ,1.83        ,         5.5 ,           38 ,          0.00 ,0
26.046 ,20.44 ,        0 ,        0 ,-10.70 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 15.91 ,1.94 , 3.44 ,  9.4 ,  9.4 ,2576 ,1.81        ,         5.5 ,           37 ,          0.00 ,0
26.131 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 15.91 ,1.94 , 3.42 ,  9.4 ,  9.4 ,2568 ,1.83        ,         5.5 ,           37 ,          0.00 ,0
26.220 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         70 ,       11 , 15.85 ,1.94 , 3.42 ,  9.4 ,  9.4 ,2557 ,1.95        ,         5.5 ,           37 ,          0.00 ,0
26.318 ,20.44 ,        0 ,        0 ,-10.70 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.78 ,1.94 , 3.44 ,  9.4 ,  9.4 ,2580 ,1.86        ,         5.5 ,           37 ,          0.00 ,0
26.408 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.91 ,1.94 , 3.46 ,  9.4 ,  9.4 ,2571 ,1.87        ,         5.5 ,           37 ,          0.00 ,0
26.496 ,20.44 ,        0 ,        0 ,-10.69 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.91 ,1.94 , 3.46 ,  9.4 ,  9.4 ,2560 ,1.99        ,         5.5 ,           37 ,          0.00 ,0
26.582 ,20.44 ,        0 ,        0 ,-10.66 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.85 ,1.94 , 3.46 ,  9.4 ,  9.4 ,2518 ,1.92        ,         5.5 ,           37 ,          0.00 ,0
26.672 ,20.44 ,        0 ,        0 ,-10.67 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.85 ,1.92 , 3.46 ,  9.4 ,  9.4 ,2506 ,2.04        ,         5.1 ,           37 ,          0.00 ,0
26.764 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.52 ,1.92 , 3.42 ,  9.4 ,  9.4 ,2535 ,2.02        ,         5.1 ,           37 ,          0.00 ,0
26.854 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.45 ,1.92 , 3.42 ,  9.4 ,  9.4 ,2524 ,2.03        ,         5.1 ,           36 ,          0.00 ,0
26.943 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.45 ,1.92 , 3.42 ,  9.4 ,  9.4 ,2482 ,2.05        ,         5.1 ,           36 ,          0.00 ,0
27.030 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.39 ,1.92 , 3.42 ,  9.4 ,  9.4 ,2474 ,2.08        ,         5.1 ,           36 ,          0.00 ,0
27.129 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.52 ,1.90 , 3.42 ,  9.4 ,  9.4 ,2496 ,2.12        ,         5.1 ,           36 ,          0.00 ,0
27.217 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.39 ,1.92 , 3.42 ,  9.4 ,  9.4 ,2482 ,2.22        ,         5.1 ,           36 ,          0.00 ,0
27.307 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.32 ,1.90 , 3.42 ,  9.4 ,  9.4 ,2446 ,2.23        ,         5.1 ,           35 ,          0.00 ,0
27.393 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.52 ,1.92 , 3.42 ,  9.4 ,  9.4 ,2470 ,2.27        ,         5.1 ,           35 ,          0.00 ,0
27.482 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.52 ,1.92 , 3.42 ,  9.4 ,  9.4 ,2460 ,2.20        ,         5.1 ,           35 ,          0.00 ,0
27.572 ,20.44 ,        0 ,        0 ,-10.71 ,      0.00 ,          33.3 ,          0.00 ,         72 ,       11 , 15.39 ,1.92 , 3.42 ,  9.4 ,  9.4 ,2417 ,2.33        ,         5.1 ,           35 ,          0.00 ,0
